subject,message,label
s . hattori dies,"this is the english version of the official announcement released for the japanese press on the afternoon of february 1 , 1995 . - - kazuto matsumura january 31 , 1995 it is with great sorrow and regret that , on behalf of his family , we have to inform you that our respected teacher , the linguist dr . shiro hattori , member of the japan academy , passed away , at the age of eighty-six at 0 : 03 o ' clock , january 29th , 1995 , after a long illness . we would like to inform his friends that the funeral will take place at the sennichidai kaido ( 19 minami - motomachi , shinjuku - ku , tokyo , japan 160 ; tel 3-3353 - 4541 , fax 3-3360 - 6714 ) , at 13 : 00 o ' clock , february 16 . the service will be non-denominational . we would be grateful if you could pray with us that his soul may rest in peace . sincerely yours , hajime kitamura , the chairman funeral service committee
",0
14th comparative germanic syntax workshop,"second announcement call for papers the 14th comparative germanic syntax workshop january 8 - 9 , 1999 , lund , sweden invited speakers : kenneth j . safir , rutgers jan - wouter zwart , groningen deadline for submission of abstracts : august 1 , 1998 the time allotted to each paper is 30 minutes , with an additional 10 minutes for discussion . send 3 copies of an anonymous two-page abstract , plus a camera-ready original with authors name , address , and affiliation , to 14th cgs c / o asa wikstrom institutionen fr nordiska sprk helgonabacken 14 s-223 62 lund sweden enquiries can be addressed to : christer . platzack @ nordlund . lu . se http : / / www . nordlund . lu . se / cgs
",0
""" circumcision "" in african languages","13 june 1997 linguist - l and arcling subscribers , towards the end of last year i requested assistance in finding terms for "" circumcision "" in african languages . the paper that resulted from that query and related work is now in press as "" aspects of male circumcision in subequatorial african culture history "" in _ health transition review _ . the paper is available through the health transition centre web site : http : / / www-nceph . anu . edu . au / htc / htr . htm ( then "" find "" "" marck "" ) the main text is in rft format and seems to be readable by most word processing softwares . there are five maps which are in "" pdf "" format and can be read with the freeware "" acrobat reader "" for which a link is provided after the title of the paper . the main conclusions were suggestive rather than diagnostic and i was able to make no higher level reconstructions than vansina 's western bantu reconstructions . but a strong typological argument emerged suggesting that bantu speaking peoples who do not practice male circumcision have abandoned a former practice and it was noted that the bantu speaking peoples who have done so are contiguous guthrie groups . along with abandonment of male circumcision , these groups have also abandoned male adolescent rites of initiation and age grades except on some of the margins of the non-circumcising area . the purpose of the project was to ask what male circumcision means to africans and why it has the distribution it does as circumcising groups in africa have consistently lower hiv rates ( i work in the third world unit of an epidemiology centre ) . thanks to those people who offered information or encouragement . jeff marck linguistics - rspas and _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ jeff marck health transition review ( htr ) publications officer health transition centre ( htc ) jeff . marck @ anu . edu . au national centre for epidemiology 61 - 6-249 - 5626 and population health ( nceph ) 61 - 6-249 - 5614 ( fax ) australian national university ( anu ) canberra act 0200 australia nceph : http : / / www-nceph . anu . edu . au htc : http : / / www-nceph . anu . edu . au / htc . htm htc publications : http : / / www-nceph . anu . edu . au / htc / htcpub . htm health transition review ( journal ) health transition series ( books ) bibliographies and other links personal homepage : http : / / coombs . anu . edu . au / ~ marck / marck . htm austronesian on - line : http : / / coombs . anu . edu . au / ~ marck / anhmpg . htm european society for oceanists australian mirror site : http : / / coombs . anu . edu . au / ~ marck / esfo / esfo . htm _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
",0
re : 6 . 249 dick armey 's slip and correction,"could someone provide the context for dick armey 's utterance of "" barney fag "" ? i only heard it once and did n't write it down . my impression at the time , however , was that the phonological environment did n't seem quite right for a spoonerism . one other thought : it seems that a binary opposition between an intentional slur on armey 's part and a purely phonological slip does n't represent all the possibilities . it 's certainly possible that if the string "" barney fag "" has been used often enough on capitol hill in the hearing of dick armey , he might very well have inadvertently substituted it for frank 's actual name . is n't that something that 's done all the time : accidentally saying something that one has heard recently or repeatedly . "" can't get that tune out of my head ! "" seems like a reasonable explanation for a "" slip "" that was n't a spoonerism . anything on non-spoonerism phonological slips out there that bears on this ? phil gaines
",0
re : a real life saver ! !,"* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * = * * * * * * you ' re probably just like i was . i usually did n't read unsolicated e - mail but i am sure glad i read = this one ! ! don "" t let this be the most expensive mistake of you life ! ! read on ! ! ! you ' ll be greatful you did ! ! * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * = * * * * * * * hello ! my name is karen liddell ; i ' m a 35 - year-old mom , wife , and part-time = accountant . as a rule , i delete all = 20 unsolicited "" junk "" e-mail and use my account primarily for business . i = received what i assumed was this = 20 same e-mail countless times and deleted it each time . about two months = ago i received it again and , = 20 because of the catchy subject line , i finally read it . afterwards , i = thought , "" ok , i give in , i ' m going to try = 20 this . i can certainly afford to invest $ 20 and , on the other hand , = there 's nothing wrong with creating a = 20 little excess cash . "" i promptly mailed four $ 5 bills and , after = receiving the reports , paid a friend of mine a = 20 small fee to send out some e-mail advertisements for me . after reading = the reports , i also learned how = 20 easy it is to bulk e-mail for free ! = 20 i was not prepared for the results . everyday for the last six weeks , my = p . o . box has been overflowing with = 20 $ 5 bills ; many days the excess fills up an extra mail bin and i ' ve had = to upgrade to the corporate-size box ! = 20 i am stunned by all the money that keeps rolling in ! my husband and i have been saving for several years to make a = substantial downpayment on a house . = 20 now , not only are we purchasing a house with 40 % down , we ' re going to = venice , italy to celebrate ! i promise you , if you follow the directions in this e-mail and be = prepared to eventually set aside about an = 20 hour each day to follow up ( and count your money ! ) , you will make at = least as much money as we did . = 20 you do n't need to be a wiz at the computer , but i ' ll bet you already = are . if you can open an envelope , = 20 remove the money , and send an mail , then you ' re on your way to the bank . = take the time to read this so = 20 you ' ll understand how easy it is . if i can do this , so can you ! = 20 go for it now ! ! = karen liddell the following is a copy of the e-mail i read along with comments from = people who have tried it : $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ * * * * * * * t e s t i m o n i a l s * * * * * * * this program does work , but you must follow it exactly ! especially the = rule of not trying to place = 20 your name in a different position , it won't work and you ' ll lose a lot = of potential income . i ' m living proof = 20 that it works . it really is a great opportunity to make relatively easy = money , with little cost to you . if you = 20 do choose to participate , follow the program exactly , and you ' ll be on = your way to financial security . = 20 sean mclaughlin , jackson , ms my name is frank . my wife , doris , and i live in bel - air , md . i am a cost = accountant with a major u . s . = 20 corporation and i make pretty good money . when i received the program i = grumbled to doris about = 20 receiving "" junk mail . "" i made fun of the whole thing , spouting my = knowledge of the population and = 20 percentages involved . i "" knew "" it would n't work . doris totally ignored = my supposed intelligence and = 20 jumped in with both feet . i made merciless fun of her , and was ready to = lay the old "" i told you so "" on her = 20 when the thing did n't work . . . well , the laugh was on me ! within two = weeks she had received over 50 = 20 responses . within 45 days she had received over $ 147 , 200 in $ 5 bills ! i = was shocked ! i was sure that i = 20 had it all figured and that it would n't work . i am a believer now . i = have joined doris in her "" hobby . "" i = 20 did have seven more years until retirement , but i think of the "" rat = race "" and it 's not for me . we owe it all = 20 to mlm . frank t . , bel - air , md i just want to pass along my best wishes and encouragement to you . any = doubts you have will vanish = 20 when your first orders come in . i even checked with the u . s . post office = to verify that the plan was legal . = 20 it definitely is ! it works ! ! ! paul johnson , raleigh , nc the main reason for this letter is to convince you that this system is = honest , lawful , extremely profitable , = 20 and is a way to get a large amount of money in a short time . i was = approached several times before i = 20 checked this out . i joined just to see what one could expect in return = for the minimal effort and money = 20 required . to my astonishment , i received $ 36 , 470 . 00 in the first 14 = weeks , with money still coming in . = 20 sincerely yours , = 20 phillip a . brown , esq . not being the gambling type , it took me several weeks to make up my mind = to participate in this plan . but = 20 conservative that i am , i decided that the initial investment was so = little that there was just no way that i = 20 would n't get enough orders to at least get my money back . boy , was i = surprised when i found my medium - size post office box crammed with orders ! for awhile , it got so = overloaded that i had to start picking up = 20 my mail at the window . i ' ll make more money this year than any 10 years = of my life before . the nice thing = 20 about this deal is that it does n't matter where in the u . s . the people = live . there simply is n't a better = 20 investment with a faster return . mary rockland , lansing , mi i had received this program before . i deleted it , but later i wondered = if i should n't have given it a try . of = 20 course , i had no idea who to contact to get another copy , so i had to = wait until i was e-mailed another = 20 program . . . 11 months passed then it came . . . i did n't delete this one ! . . . i = made more than $ 41 , 000 on the first = 20 try ! ! d . wilburn , muncie , in this is my third time to participate in this plan . we have quit our = jobs , and will soon buy a home on the = 20 beach and live off the interest on our money . the only way on earth that = this plan will work for you is if = 20 you do it . for your sake , and for your family 's sake do n't pass up this = golden opportunity . good luck and = 20 happy spending ! charles fairchild , spokane , wa this program had been deleted from my e-mail a couple of times . one day = i decided to finally give it a try . = 20 i owed over $ 35 , 000 on bills and had bill collectors harrasing me daily . = i was not making enough money = 20 working at my job , and i was considering bankruptcy . within 90 days i = had paid off all my bills and was = 20 able to quit my 9 to 5 job . now i have time to enjoy life and do and buy = whatever i want . i even had = 20 enough money left over to buy a brand new car . all in one try ! ! this is = great ! ! you have to try = 20 it , you can ' t loose for only a $ 20 investment ! ! ! it really works ! ! ! = 09 carl espin , port richey , fl $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ this is a legal , money-making phenomenon . print this letter , read the directions , then read it again ! ! ! $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ $ you are about to embark on the most profitable and unique program you = may ever see . many times over , = 20 it has demonstrated and proven its ability to generate large amounts of = cash . this program is showing = 20 fantastic appeal with a huge and ever-growing on-line population = desirous of additional income . this is a legitimate , legal , money-making opportunity . it does not = require you to come in contact with = 20 people , do any hard work , and best of all , you never have to leave the = house , except to get the mail and go = 20 to the bank ! = 20 this truly is that lucky break you ' ve been waiting for ! simply follow = the easy instructions in this letter , = 20 and your financial dreams will come true ! when followed correctly , = multi-level marketing program works = 20 perfectly . . . 100 % every time ! = 20 thousands of people have used this program to : - raise capital to start their own business - pay off debts = 20 - buy homes , cars , etc . = 20 - even retire ! = 20 this is your chance , so do n't pass it up ! = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - overview of this extraordinary = 20 electronic multi-level marketing program = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - what we do is quite simple : we sell a product for $ 5 . 00 that costs next to nothing to reproduce . as = with all multi-level businesses , we = 20 build our business by recruiting new partners and selling our products . = every state in the u . s . allows you = 20 to recruit new multi - level business online ( via your computer ) . the products in this program are a series of four business and financial = reports costing $ 5 . 00 each . when = 20 you purchase the reports , you are granted permission to copy and sell = them . each order you receive via = 20 "" snail mail "" will include : * $ 5 . 00 cash * the name and number of the report they are ordering * their e-mail address ( optional ) * a stamped , self-adressed envelope for you to send them the requested = report to fill each order , you simply enclose the requested report in the = stamped self-addressed envelope you = 20 receive with each order , and mail the product to the buyer . = 20 that ' s it ! the $ 5 . 00 is yours ! this is the easiest electronic = multi-level marketing business = 20 anywhere ! = 20 follow the instructions to the letter and be prepared to receive the = 20 staggering benefits ! * * * * * * * i n s t r u c t i o n s * * * * * * * this is what you must do : 1 . order all 4 reports shown on the list below ( you can't sell them if = you do n't order them ) * for each report , send $ 5 . 00 cash , the name & number of the = report you are ordering , a stamped , self-addressed envelope , and your e-mail address ( optional ) to the person whose name appears = on the = 20 list next to the report . = 20 * when you place your order , make sure you order each of the four = reports . you = 20 will need all four reports so that you can save them and resell = them . * within a few days you will receive , via mail , each of the four = reports . save them so they will be accessible for you to send to the 1 , 000 's = of people = 20 who will order them from you . 2 . important - - do not alter the names of the people who are listed next = to each = 20 report , or their sequence on the list , in any way other than is = instructed below in = 20 steps "" a "" through "" d "" or you will lose out on the majority of your = profits . once you understand the way this works , you ' ll also see how it does n't = work if you = 20 change it . remember , this method has been tested , and if you alter = it , it will not work . a . look below for the listing of available reports . b . after you ' ve ordered the four reports , replace the name and = address under = 20 report # 1 with your name and address , moving the one that was = there down to report # 2 . = 20 c . move the name and address that was under report # 2 down to = report # 3 . = 20 d . move the name and address that was under report # 3 down to = report # 4 . = 20 e . the name and address that was under report # 4 is removed from = the list and has no doubt collected their 50 grand * * * * * please make sure you copy everyone 's name and address = accurately ! ! ! * * * * * 3 . take this entire letter , including the modified list of names , and = save it to your = 20 computer . make no changes to the instruction portion of this = letter . = 20 4 . now you ' re ready to start an advertising campaign on the worldwide = web ! = 20 advertising on the web is very , very inexpensive , and there are = hundreds of = 20 free places to advertise . another avenue which you could use for = advertising is e-mail lists . you can buy these lists for under $ 20 / 2 , 000 = addresses or you can pay someone a minimal charge to take care of it for you . be sure to = start = 20 your ad campaign immediately ! 5 . for every $ 5 . 00 you receive , all you must do is mail them the report = they ordered . that ' s it ! always provide same-day service on all = 20 orders ! this will guarantee that the e-mail they send out , with = your = 20 name and address on it , will be prompt because they can't advertise = until they receive the report ! = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - = - - - - - - - - - - - - - - - - - - - - - - - reports = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - = - - - - - - - - - - - - - - - - - - - - - - - * * * * * * * * * * * * * * * * * * * order each report by number and = name * * * * * * * * * * * * * * * * * * * * notes : - always send $ 5 cash for each report = 20 - always send your order via first class mail = 20 - make sure the cash is concealed by wrapping it in at least two sheets = of paper ( or place it into the sase ) = 20 - on one of those sheets of paper , include : ( a ) the number & name of = the report you are ordering , and ( b ) your e-mail address . - on the self addressed stamped envelope remember to put your postal = address . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 1 "" how to make $ 250 , 000 through multi-level sales "" = 20 order report # 1 from : = 20 atp marketing group p . o . box 821438 south florida , fl , 33082-1438 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 2 "" major corporations and multi-level sales "" = 20 order report # 2 from : sun angel investing po box 311 chaska , mn 55318 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 3 "" sources for the best mailing lists "" order report # 3 from : ps investments po box 21 carver , mn 55315 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ report # 4 "" evaluating multi-level sales plans "" order report # 4 from : djs investments 601 pamela dr . clarks summit pa 18411 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - here ' s how this amazing plan will make you $ $ money $ $ = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - = - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - let 's say you decide to start small just to see how well it works . = assume your goal is to get 10 people to = 20 participate on your first level . ( placing a lot of free ads on the = internet will easily get a larger = 20 response . ) also assume that everyone else in your organization gets only = 10 downline = 20 members . follow this example to achieve the staggering results below . 1st level - - your 10 members with $ 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . $ 50 2nd level - - 10 members from those 10 ( $ 5 x 100 ) . . . . . . . . . . . . $ 500 3rd level - - 10 members from those 1 , 000 ( $ 5 x 10 , 000 ) . . . $ 50 , 000 this totals = - - - - - - - - - - - > $ 55 , 550 remember friends , this assumes that the people who participate only = recruit 10 people each . think for a = 20 moment what would happen if they got 20 people to participate ! most = people get 100 's of participants ! = 20 think about it ! your cost to participate in this is practically nothing = ( surely you can afford $ 20 ) . = 20 you obviously already have an internet connection and e-mail is free ! ! ! = report # 3 shows you the most = 20 productive methods for bulk e-mailing and purchasing e-mail lists . some = list & bulk e-mail vendors even = 20 work on trade ! about 50 , 000 new people get online every month ! * * * * * * * * * * * * * * * * * * * * * * * * * * * tips for success * * * * * * * * * * * * * * * * * * * * * * * * * * * * treat this as your business ! be prompt , professional , and follow = the = 20 directions accurately . * send for the four reports immediately so you will have them when the = orders start coming in , because when you receive a $ 5 order , you must send = out = 20 the requested product / report to comply with the u . s . postal & = lottery laws , title 18 , sections 1302 and 1341 or title 18 , section 3005 in the = u . s . code , also code of federal regs . vol . 16 , sections 255 and 436 , which state = that = 20 "" a product or service must be exchanged for money received . "" = 20 * always provide same-day service on the orders you receive . * be patient and persistent with this program . if you follow the = instructions exactly , the results will undoubtedly be successful ! * above all , have faith in yourself and know you will succeed ! * * * * * * * * * * * * * * * * * your success guideline * * * * * * * * * * * * * * * * * follow these guidelines to guarantee your success : if you do n't receive 10 to 20 orders for report # 1 within two = weeks , continue advertising until you do . = 20 then , a couple of weeks later you should receive at least 100 orders for = report # 2 . if you = 20 do n't , continue advertising until you do . once you have received 100 or = more orders for report # 2 , you = 20 can relax , because the = 20 system is already working for you , and the cash will continue to roll = in ! this is important to remember : every time your name is moved down on the list , you are placed in front = of a different report . you = 20 can keep track of your progress by watching which report people are = ordering from you . if you = 20 want to generate more income , send another batch of e-mails and start = the whole process again ! there is = 20 no limit to the income you will generate from this business ! note : if you need help with starting a business , registering a business = name , how income tax is = 20 handled , etc . , contact your local office of the small business = administration ( a federal agency ) for free = 20 help and answers to questions . also , the internal revenue service offers = free help via telephone and free = 20 seminars about business taxes . you become successful the moment you start moving toward a worthwhile = 20 goal . . . . . . do it now ! ! ! ! ! order your reports today and get started on your road to financial = 20 freedom ! !
",1
summary : japanese historical linguistics,"dear world , a while ago i asked for help in compiling a list of books and articles on japanese historical linguistics , written / published in english or german . i thank chris brockett < chrisbro @ halcyon . com > gerald b mathias < mathias @ uhunix . uhcc . hawaii . edu > nicholas ostler < nostler @ chibcha . demon . co . uk > timothy j . vance < tjvan @ conncoll . edu > alexander vovin < avvovin @ miamiu . acs . muohio . edu > for the references they sent me , and i apologise to everyone for releasing the summary later than i had promised . here it is : * * * ikeda , t . _ classical japanese grammar illustrated with texts _ . soka gakkai , 1975 . lange , roland . _ the phonology of eighth - century japanese _ . monumenta nipponica monographs . tokyo : sophia university , 1973 . lewin , bruno . [ a grammar of classical japanese in german - - av ] martin , samuel e . _ the japanese language through time _ . new haven and london : yale university press , 1987 . [ humongous . compendious . essential for anyone starting out . - - cb ] [ this book is an unparalleled achievement in proto - japanese reconstruction , and all current work in the field is mainly based on martin 's reconstruction . - - av ] [ has its own very thorough bibliography . - - gm ] miller , roy andrew . _ the japanese language _ . chicago : university of chicago press , 1967 . miller , roy andrew . _ japanese and the other altaic languages _ . chicago : university of chicago press , 1971 . sansom , george bailey . _ an historical grammar of japanese _ . oxford : clarendon press , 1928 . [ seriously outdated , but still useful . - - av ] serafim , leon a . _ shodon : the prehistory of a northern ryukyuan dialect of japanese _ . yale university dissertation , 1984 . shibatani , masayoshi . _ the languages of japan _ . cambridge : cambridge university press , 1990 . unger , j . marshall . ` studies in early japanese morphophonemics ' . in : _ indiana university linguistics club _ , bloomington , 1977 . [ reprint of yale university dissertation ; recently available in a revised edition ? - - cb ] vance , timothy j . ` on the origin of voicing alternation in japanese consonants ' . _ journal of the american oriental society _ 102 ( 1982 ) : 333-341 . wen ( c ) k , gunther . _ japanische phonologie _ . [ old but very valuable . - - cb ] whitman , john b . _ the phonological basis for the comparison of japanese and korean _ . phd , harvard university , 1985 . [ this is supposed to appear from the u of michigan press in the not too distant future . - - cb ] whitman , john b . ` a rule of medial - r - loss in pre - old japanese ' . in : philip baldi ( ed . ) , _ linguistic change and reconstruction methodology _ , berlin : mouton de gruyter , 1990 , 511-545 . [ this is * the * paper that shows how to do historical comparison between japanese and other languages . whitman 's evidence that - r - loss correlates with pitch accent in middle korean is the japanese linguist 's answer to verner 's law , demonstrating beyond all doubt the historical relationship between japanese and korean . - - cb ] - ` man , is that no terrible ? [ . . . ] ah wunner whit we should dae wi ye ? ' ivan a derzhanski ( iad @ cogsci . ed . ac . uk ) ( j stuart , _ auld testament tales _ ) * centre for cognitive science , 2 buccleuch place , edinburgh eh8 9lw , uk * cowan house e113 , pollock halls , 18 holyrood pk rd , edinburgh eh16 5bd , uk
",0
re : 5 . 1462 comparative method,"two quick off-the - cuff responses to messages herein : to geoff pullum , asking what would count as evidence against amerind ( and , presumably , nostratic ) . i can't imagine ; that is just the advantage those folks have . suppose somebody claims , "" there is a god "" . similarly i know no way to disprove the tower of babel story . genetic relationship is a positive fact ; and you gotta accentuate the positive ; languages are or they are not genetically related ; do n't mess with mister in-between . note to alexis , who keeps talking about "" morphological evidence "" where i use the term "" grammar "" . alexis 's usage comes from his quoting meillet - - for meillet the word "" morphologie "" means essentially what we now call grammar , which includes syntax and phonology , and we know more about it than he did ( thanks to chomsky ) . among other things , we know that if proto - nostratic is a language , it has a grammar . merry xmas , karl
",0
telri 3rd european seminar - announcement,"telri - trans - european language resources infrastructure third european seminar : "" translation equivalence - theory and practice "" montecatini , tuscany , italy october 16-18 , 1997 - under the patronage of the european commission - * * first announcement * * ( apologies for duplicates ) "" there is no point in denying the concept of translation . the fact is translation is a necessity on economic and general human grounds . moreover , the fact of translation is a main challenge both to linguistics and to philosophy . "" j . r . firth "" linguistic analysis and translation "" the concerted action telri ( trans - european language resources infrastructure ) invites you to participate in the third european seminar translation equivalence - theory and practice , to be held on october 16-18 , 1997 in the famous spa town of montecatini ( between florence and lucca ) in italy . the seminar is organised by telri in conjunction with the tuscan word centre ( twc ) in pescia - vellano . the seminar will assess the achievements of existing translation software and try to propose new approaches that could radically improve their performance . our experience so far suggests that we need a huge increase in linguistic knowledge before we can construct software that can deal successfully with natural language semantics , i . e . software that replicates the human faculty of understanding texts . the seminar will introduce a variety of approaches that will help us to provide the translation knowledge necessary for a new generation of translation tools . it will present the findings of the telri project on the multilingual plato corpus and offer new ideas for the exploitation of parallel texts . it will demonstrate how the bridge dictionaries can be used as a lexicon of translation equivalents . registration fee : dm 400 , - ( until august 31 ) , including participation in the seminar , opening and closing receptions , banquet , and coffee breaks . ( for a limited number of participants from countries with restricted currency convertibility , the registration fee may be negotiated . ) late registration fee ( after august 31 ) : dm 500 , - social event fee for accompanying persons : dm 120 , - registration is possible via fax , e-mail , and surface mail . on - line registration is also possible via the seminar www page given below . for further information on the third european seminar and on the telri concerted action in general , please refer to the following url : http : / / www . ids-mannheim . de / telri / tuscany97 . html or send an e-mail to : telri @ ids-mannheim . de . coordinator dr . wolfgang teubert abt . lexik ( dept . of lexical studies ) institut fuer deutsche sprache postfach 10 16 21 d-68016 mannheim , germany fax / phone : + 49 621 1581-415 e - mail : telri @ ids-mannheim . de
",0
maya / mayan language,"i ' m looking for information on the maya / mayan language : descriptive as well as historical . references are also needed . thank you . kalaya tingsabadh department of linguistics faculty of arts chulalongkorn university bangkok 10330 , thailand kalaya @ chulkn . car . chula . ac . th
",0
new ucla dissertations in linguistics,"new ucla dissertations in linguistics ! ! - - the following new volumes of ucla dissertations in linguistics are now available , at the cost of $ 10 . 00 per volume - - # 17 - - direct object scrambling in dutch and italian child language by jeannette schaeffer ( 1997 ) # 18 - - semantic trees by dorit ben - shalom ( 1996 ) # 19 - - description theory , licensing theory , and principle - based grammars and parsers by thomas cornell ( 1992 ) # 20 - - consonant clusters and cue preservation in tsou by richard wright ( 1996 ) us $ 10 . 00 please send check or money order to : ucla dept . of linguistics , box 951543 , los angeles , ca 90095-1543
",0
new book : anthropological linguistics,"desmond c . derbyshire and geoffrey k . pullum ( editors ) handbook of amazonian languages volume 4 1998 . 24 x 17 cm . xii , 517 pages . cloth dm 298 , - / approx . us $ 186 . 00 isbn 3-11 - 014991 - 5 mouton de gruyter * berlin * new york this volume includes grammatical descriptions of wai wai , warekena , a comparative survey of morphosyntactic features of the tupi - guarani languages , and a paper on interclausal reference phenomena in amahuaca . the four volumes of this handbook are devoted to studies of syntactic , morphological and phonological characteristics of the languages of amazonia , many of which have never been described fully in the available literature , and most of which are little known to the general linguistic community . contents of volume 4 preface * map south america * abbreviations * desmond c . derbyshire and geoffrey k . pullum , introduction * part i : grammatical sketches * outline of contents for grammatical sketches * robert e . hawkins , wai wai * alexandra y . aikhenveld , warekena * margarethe w . sparing - chavez , part ii : typological study : amahuaca ( panoan ) * cheryl jensen , part iii : comparative study : tupi - guarani * cumulative index to volumes 1 - 4 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ mouton de gruyter walter de gruyter , inc . postfach 30 34 21 200 saw mill river road d-10728 berlin hawthorne , ny 10532 germany usa fax : + 49 ( 0 ) 30 26005-351 fax : + 1 914 747-1326 email : mouton @ degruyter . de this and further publications can also be ordered via world wide web : http : / / www . degruyter . com
",0
